workerid,trial_number_block,rating,gender,age,sentence,definition,political,condition,homelang,income,education,ethnicity,aim,traitb,traitType,trait,genderF
anon5,14,8,female,18-24,Self-reliant,creativity means to make everything in different manner. ,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,this experiment was about people creativity. ,TRUE,Masculine,Self-reliant,female
anon5,15,9,female,18-24,Decisive,creativity means to make everything in different manner. ,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,this experiment was about people creativity. ,TRUE,Masculine,Decisive,female
anon5,16,9,female,18-24,Courageous,creativity means to make everything in different manner. ,6,Divergent,english,50000-74999,collegeGraduate,Caucasian,this experiment was about people creativity. ,TRUE,Masculine,Courageous,female
anon50,1,7,male,25-34,Cooperative,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Cooperative,male
anon50,2,8,male,25-34,Self-reliant,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Self-reliant,male
anon50,3,5,male,25-34,Nurturing,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Nurturing,male
anon50,4,9,male,25-34,Warm in relationships with others,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Warm in relationships with others,male
anon50,5,8,male,25-34,Understanding of others,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Understanding of others,male
anon50,6,5,male,25-34,Sensitive,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Sensitive,male
anon50,7,7,male,25-34,Ambitious,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Ambitious,male
anon50,8,6,male,25-34,Helpful to others,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Helpful to others,male
anon50,9,3,male,25-34,Courageous,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Courageous,male
anon50,10,1,male,25-34,Daring,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Daring,male
anon50,11,6,male,25-34,Supportive,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Supportive,male
anon50,12,5,male,25-34,Adventurous,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Adventurous,male
anon50,13,3,male,25-34,Competitive,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Competitive,male
anon50,14,8,male,25-34,Willing to take risks,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Willing to take risks,male
anon50,15,3,male,25-34,Sympathetic,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,FALSE,Feminine,Sympathetic,male
anon50,16,6,male,25-34,Decisive,Using ideas in the form of art,3,Convergent,English,25000-34999,collegeGraduate,Caucasian,How we perceive creativity after reading the paragraph.,TRUE,Masculine,Decisive,male
anon51,1,4,female,35-44,Warm in relationships with others,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Warm in relationships with others,female
anon51,2,7,female,35-44,Courageous,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Courageous,female
anon51,3,7,female,35-44,Willing to take risks,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Willing to take risks,female
anon51,4,7,female,35-44,Daring,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Daring,female
anon51,5,7,female,35-44,Competitive,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Competitive,female
anon51,6,3,female,35-44,Supportive,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Supportive,female
anon51,7,8,female,35-44,Adventurous,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Adventurous,female
anon51,8,9,female,35-44,Sensitive,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Sensitive,female
anon51,9,5,female,35-44,Sympathetic,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Sympathetic,female
anon51,10,3,female,35-44,Cooperative,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Cooperative,female
anon51,11,3,female,35-44,Helpful to others,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Helpful to others,female
anon51,12,5,female,35-44,Self-reliant,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Self-reliant,female
anon51,13,2,female,35-44,Nurturing,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Nurturing,female
anon51,14,4,female,35-44,Ambitious,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Ambitious,female
anon51,15,4,female,35-44,Decisive,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,TRUE,Masculine,Decisive,female
anon51,16,6,female,35-44,Understanding of others,"ability to express one's ideas, feelings, etc. through the creation of visual or audible manifestation",3,Convergent,English,25000-34999,someCollege,Caucasian,Not really sure,FALSE,Feminine,Understanding of others,female
anon52,1,6,male,25-34,Courageous,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Courageous,male
anon52,2,7,male,25-34,Self-reliant,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Self-reliant,male
anon52,3,4,male,25-34,Competitive,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Competitive,male
anon52,4,4,male,25-34,Cooperative,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Cooperative,male
anon52,5,5,male,25-34,Supportive,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Supportive,male
anon52,6,3,male,25-34,Decisive,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Decisive,male
anon52,7,7,male,25-34,Ambitious,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Ambitious,male
anon52,8,7,male,25-34,Willing to take risks,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Willing to take risks,male
anon52,9,9,male,25-34,Adventurous,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Adventurous,male
anon52,10,7,male,25-34,Daring,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,TRUE,Masculine,Daring,male
anon52,11,3,male,25-34,Nurturing,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Nurturing,male
anon52,12,6,male,25-34,Warm in relationships with others,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Warm in relationships with others,male
anon52,13,5,male,25-34,Sympathetic,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Sympathetic,male
anon52,14,6,male,25-34,Sensitive,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Sensitive,male
anon52,15,6,male,25-34,Understanding of others,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Understanding of others,male
anon52,16,7,male,25-34,Helpful to others,The ability to freely think and convey an idea,4,Convergent,English,25000-34999,someCollege,Caucasian,People's idea of creativity,FALSE,Feminine,Helpful to others,male
anon53,1,2,male,25-34,Competitive,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Competitive,male
anon53,2,6,male,25-34,Willing to take risks,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Willing to take risks,male
anon53,3,3,male,25-34,Ambitious,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Ambitious,male
anon53,4,2,male,25-34,Supportive,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Supportive,male
anon53,5,2,male,25-34,Decisive,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Decisive,male
anon53,6,7,male,25-34,Daring,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Daring,male
anon53,7,3,male,25-34,Nurturing,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Nurturing,male
anon53,8,2,male,25-34,Warm in relationships with others,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Warm in relationships with others,male
anon53,9,6,male,25-34,Courageous,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Courageous,male
anon53,10,3,male,25-34,Helpful to others,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Helpful to others,male
anon53,11,4,male,25-34,Understanding of others,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Understanding of others,male
anon53,12,3,male,25-34,Sympathetic,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Sympathetic,male
anon53,13,7,male,25-34,Adventurous,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Adventurous,male
anon53,14,8,male,25-34,Self-reliant,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,TRUE,Masculine,Self-reliant,male
anon53,15,4,male,25-34,Sensitive,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Sensitive,male
anon53,16,2,male,25-34,Cooperative,thinking outside the box,2,Divergent,English,100000-149999,collegeGraduate,Caucasian,How people view creativity involving different personality traits.,FALSE,Feminine,Cooperative,male
anon54,1,2,female,35-44,Ambitious,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Ambitious,female
anon54,2,5,female,35-44,Competitive,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Competitive,female
anon54,3,3,female,35-44,Nurturing,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Nurturing,female
anon54,4,2,female,35-44,Sensitive,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Sensitive,female
anon54,5,4,female,35-44,Supportive,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Supportive,female
anon54,6,3,female,35-44,Cooperative,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Cooperative,female
anon54,7,3,female,35-44,Decisive,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Decisive,female
anon54,8,2,female,35-44,Understanding of others,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Understanding of others,female
anon54,9,2,female,35-44,Sympathetic,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Sympathetic,female
anon54,10,2,female,35-44,Adventurous,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Adventurous,female
anon54,11,2,female,35-44,Warm in relationships with others,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Warm in relationships with others,female
anon54,12,2,female,35-44,Courageous,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Courageous,female
anon54,13,2,female,35-44,Self-reliant,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Self-reliant,female
anon54,14,2,female,35-44,Willing to take risks,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Willing to take risks,female
anon54,15,2,female,35-44,Helpful to others,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,FALSE,Feminine,Helpful to others,female
anon54,16,1,female,35-44,Daring,people come up with an idea different from average person.,2,Divergent,english,75000-99999,Grad,Asian,How you think the words relevant to creativity.,TRUE,Masculine,Daring,female
anon55,1,7,male,25-34,Ambitious,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Ambitious,male
anon55,2,4,male,25-34,Sympathetic,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Sympathetic,male
anon55,3,3,male,25-34,Nurturing,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Nurturing,male
anon55,4,8,male,25-34,Daring,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Daring,male
anon55,5,4,male,25-34,Sensitive,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Sensitive,male
anon55,6,8,male,25-34,Adventurous,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Adventurous,male
anon55,7,5,male,25-34,Understanding of others,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Understanding of others,male
anon55,8,7,male,25-34,Courageous,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Courageous,male
anon55,9,4,male,25-34,Helpful to others,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Helpful to others,male
anon55,10,8,male,25-34,Competitive,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Competitive,male
anon55,11,5,male,25-34,Supportive,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Supportive,male
anon55,12,6,male,25-34,Warm in relationships with others,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Warm in relationships with others,male
anon55,13,5,male,25-34,Cooperative,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,FALSE,Feminine,Cooperative,male
anon55,14,9,male,25-34,Willing to take risks,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Willing to take risks,male
anon55,15,6,male,25-34,Self-reliant,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Self-reliant,male
anon55,16,7,male,25-34,Decisive,The ability to create something new/ thinking outside the box,7,Divergent,English,15000-24999,highSchoolDrad,Caucasian,To see what words relate to creativity ,TRUE,Masculine,Decisive,male
anon56,1,2,male,25-34,Helpful to others,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Helpful to others,male
anon56,2,2,male,25-34,Sensitive,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Sensitive,male
anon56,3,4,male,25-34,Understanding of others,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Understanding of others,male
anon56,4,2,male,25-34,Cooperative,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Cooperative,male
anon56,5,6,male,25-34,Self-reliant,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Self-reliant,male
anon56,6,3,male,25-34,Warm in relationships with others,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Warm in relationships with others,male
anon56,7,2,male,25-34,Nurturing,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Nurturing,male
anon56,8,6,male,25-34,Adventurous,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Adventurous,male
anon56,9,7,male,25-34,Willing to take risks,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Willing to take risks,male
anon56,10,6,male,25-34,Decisive,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Decisive,male
anon56,11,7,male,25-34,Daring,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Daring,male
anon56,12,8,male,25-34,Courageous,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Courageous,male
anon56,13,9,male,25-34,Ambitious,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Ambitious,male
anon56,14,3,male,25-34,Sympathetic,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Sympathetic,male
anon56,15,5,male,25-34,Competitive,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,TRUE,Masculine,Competitive,male
anon56,16,4,male,25-34,Supportive,"being able to have a large imagination and original ideas, and to think outside the box.",3,Divergent,English,35000-49999,collegeGraduate,Asian,To find out what people think about certain words when it comes to creativity.,FALSE,Feminine,Supportive,male
anon57,1,9,male,45-64,Self-reliant,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Self-reliant,male
anon57,2,9,male,45-64,Willing to take risks,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Willing to take risks,male
anon57,3,9,male,45-64,Decisive,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Decisive,male
anon57,4,5,male,45-64,Nurturing,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Nurturing,male
anon57,5,9,male,45-64,Ambitious,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Ambitious,male
anon57,6,3,male,45-64,Sympathetic,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Sympathetic,male
anon57,7,6,male,45-64,Cooperative,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Cooperative,male
anon57,8,9,male,45-64,Daring,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Daring,male
anon57,9,9,male,45-64,Adventurous,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Adventurous,male
anon57,10,9,male,45-64,Competitive,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Competitive,male
anon57,11,3,male,45-64,Warm in relationships with others,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Warm in relationships with others,male
anon57,12,3,male,45-64,Helpful to others,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Helpful to others,male
anon57,13,9,male,45-64,Courageous,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,TRUE,Masculine,Courageous,male
anon57,14,2,male,45-64,Sensitive,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Sensitive,male
anon57,15,5,male,45-64,Supportive,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Supportive,male
anon57,16,3,male,45-64,Understanding of others,Mental characteristic that allows a person to think outside of the box,3,Convergent,Albanian,75000-99999,Grad,Caucasian,Creativity,FALSE,Feminine,Understanding of others,male
anon58,1,7,male,18-24,Ambitious,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Ambitious,male
anon58,2,7,male,18-24,Supportive,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Supportive,male
anon58,3,7,male,18-24,Helpful to others,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Helpful to others,male
anon58,4,7,male,18-24,Courageous,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Courageous,male
anon58,5,8,male,18-24,Adventurous,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Adventurous,male
anon58,6,7,male,18-24,Nurturing,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Nurturing,male
anon58,7,5,male,18-24,Decisive,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Decisive,male
anon58,8,7,male,18-24,Understanding of others,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Understanding of others,male
anon58,9,5,male,18-24,Daring,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Daring,male
anon58,10,5,male,18-24,Sensitive,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Sensitive,male
anon58,11,4,male,18-24,Competitive,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Competitive,male
anon58,12,5,male,18-24,Willing to take risks,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Willing to take risks,male
anon58,13,6,male,18-24,Warm in relationships with others,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Warm in relationships with others,male
anon58,14,5,male,18-24,Self-reliant,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,TRUE,Masculine,Self-reliant,male
anon58,15,6,male,18-24,Sympathetic,the ability to connect the dots,2,Convergent,English,15000-24999,someCollege,Caucasian,opinions of what traits go along with being creative,FALSE,Feminine,Sympathetic,male
