workerid,condition,year,sex,environmentalist,race,grandparent,children,leg_essay,beh_int_index,env_att_index,leg_mot_index
anon301,control,36,male,yes,white,no,yes,,1.83333333333333,5.25,5
anon302,control,35,male,no,white,no,no,,2.5,5.75,4.66666666666667
anon303,leg_prime,58,female,no,Asian,yes,yes,I would like my grandchildren to remember me as being a fun grandmother.  I have been playing hide and seek for years and I am now 58.  I still enjoy the game.  My oldest grandchild is 11 years old and my youngest one is four months old.  I help them with their homework.  I hope that they will still remember me even if I am not on this earth any longer.,2.16666666666667,5.25,4.33333333333333
anon304,control,34,male,no,Hispanic,no,yes,,2.16666666666667,5,4
anon305,control,54,male,no,white,no,NA,,2.66666666666667,4.75,3.33333333333333
anon306,control,30,female,no,white,no,no,,1.33333333333333,4,4.33333333333333
anon307,control,26,male,no,white,no,no,,3,4,4.66666666666667
anon308,control,32,male,yes,Asian,no,no,,2.5,4.75,3.66666666666667
anon309,leg_prime,34,NA,no,white,no,no,"I want to be remembered for my character and how I helped those who were less fortunate than I.  In addition, I want to be remembered for being honest, ethical, compassionate,and kind.  I want my family to remember me as a happy, carefree person who lived in the moment and never took life for granted.  My husband will remember that I stood by his side and loved him unconditionally.  I want people to remember that my friends and family were of utmost importance and I never put work before these people.    ",2.5,4.25,6
anon31,leg_prime,24,male,no,Asian,no,no,I want to be remembered as a hard worker who gave it his best and squeezed as much potential out of his body when I play sports in college. It would be nice to be remembered in that manner because it will be motivation for future generations that want to be lazy. My story will motivate everyone that knows about me in the future. ,4.5,6,5.66666666666667
anon310,leg_prime,29,male,no,Asian,no,no,"I want to be remembered as a family / friends man catering to the needs of people around me. Although I do not currently have kids, I want my kids to remember me as the father figure that was there for them through thick and thin. Be there for them through their firsts of, their seconds of, and everything else.
Money does not bring happiness. Friends and family do. ",2.5,4.75,4.33333333333333
anon311,control,25,female,no,African_American,no,yes,,1.83333333333333,2.5,2
anon312,leg_prime,30,male,yes,Native_American,no,yes,"EVERYONE WANT TO REMEMBER FROM WHERE WE COME FROM. HOW WE LIVE IN THE PAST, WHAT IS THE SITUATION IN OUR CHILDHOOD, HOW WE GROW, HOW WE STUDY, HOW WE EAT, IN WHAT TYPE OF HOUSE WE LIVE LIKE THIS ALL THE THINGS WE WANT TO REMEMBER MUST IN THE BUSY LIVING.  EVERYONE WANT TO IMPROVE THEIR KNOWLEDGE WHICHEVER IS POSSIBLE UPTO THEIR ABILITY THEY EARN AGAIN AND AGAIN THEIR KNOWLEDGE.  WE  WANT TO TELL OUR GENERATION CLEARLY EACH AND EVERY POINT HOW WE STUDY, HOW WE EAT, HOW WE LIVE, HOW WE STAY FOR EVERYTHING.  THEY WANT TO REALISE AND UNDERSTAND THE SITUATION HOW WE HAD LIVE AND HOW THEY ARE LIVING.  THEY WANT  TO REALISE THE SITUATION MUST.  NOW THE GENERATION ARE MOSTLY BAD IN BEHAVIOURS, MONEY SPENDING EVERYTHING",6,6.75,5.33333333333333
anon313,leg_prime,22,female,no,Hispanic,no,no,"I want to be remembered as the woman who had it all--the woman who was able to graduate with an engineering degree, took that degree to Wall Street, and had a family. I want others to recognize me as someone who excelled in all facets of my life. I want people to admire my ability to manage my time consuming and intense career with my attendance of all of my childrens' activities. I hope to be able to teach women that with enough patience and passion, all women can have ""it all"". ",2.83333333333333,5,5.66666666666667
anon314,control,29,female,no,African_American,no,yes,,1.66666666666667,4.75,4
anon315,control,54,female,no,white,yes,yes,,1.33333333333333,4.25,5
anon316,control,27,female,yes,white,no,no,,2.5,5.25,5
anon317,leg_prime,24,female,yes,white,no,no,i want to be remembered for being caring and helpful. i want to be able to help people and be remembered for it. i want people to know i was a good person and that i cared a lot about them. i want to help everyone that i can. i wanted to make an impact on the world and make sure people know that i tried my hardest to make things good in life and for other people,3.66666666666667,4.5,3.66666666666667
anon318,control,30,male,no,Asian,no,no,,2.16666666666667,4.75,3
anon319,leg_prime,25,male,yes,white,no,no,"I would hope that my children remember me fondly for imparting a wisdom and morality to them that will carry on throughout their lives. In a more general sense, I would like for my music and my writing to be one of the primary reflections of myself that I am remembered for. All in all, I don't have a strong need to be remembered as much as I have the need to be self-fulfilled. As Marcus Aurelius said in his Meditations, all men are eventually forgotten no matter their accomplishments. ",4,5.5,3.66666666666667
anon32,leg_prime,30,male,no,African_American,no,no,"I would like to be remembered as the first human being to walk on the surface of Mars. This would make me the first person to walk on another planet. In order to achieve this goal, I will need to develop technologies that allow for practical, affordable, and reusable space flight. These technologies would be available to all of mankind and usher in the next era of exploration and discovery for the human race. ",2.66666666666667,5,5.33333333333333
anon320,control,28,male,no,white,no,no,,2,4.5,2.66666666666667
anon321,leg_prime,41,male,no,white,no,no,I would not especially care to be known for anything in regards to fame or notoriety.  I am expecting a son soon and would like for him to remember in the exact same way I remember my father who passed away.  My father and I had a very close relationship.  It was one based on mutual respect and trust and we both agreed one day that there were simply no words to convey how we felt about one another.  I only wish for my son to have such high regard for me and then pass that along if able.,2.16666666666667,4.5,2.33333333333333
anon33,leg_prime,29,female,no,white,no,yes,"I'd just like to be remembered for being a good wife and mother, possibly grandmother, and great grandmother. I want to be remembered as someone who was selfless, who gave everything for the good of her family. Someone who labored through crappy jobs and saved for her, and her family's future. Someone who was a good person, and loved animals; who gave to the less fortunate both her time and money. A good citizen, and human being. I want my family to carry on, and be the best that they can be, having learned from me.",3,5.25,5.66666666666667
anon34,leg_prime,28,male,no,white,no,no,"I'd like to be remembered as someone who always saw the good in every situation , someone who brought positive energy with then everywhere I went . I want to be remembered as a hard worker. As someone that loved and cherished life! Someone who wasn't afraid to live but most of all to someone who wasn't afraid love and loved everybody as they were! Also when I die I plan to donate my organs or whatever is left of my body that is usable to someone else then whatever is left after that to medical science. For if I can't make a difference for someone in this life at the least I might be able to change their life for the better in death. ",3.5,4,4.66666666666667
anon35,leg_prime,32,male,yes,white,no,no,"I would like to be remembered for many things, although I am not sure if I want it badly enough to spend much time and effort to achieving it.  I would like to be remembered for an important discovery in science.  I studied science in college and it is my favorite subject.  I studied physics and I would very much like it if I made an important discovery in that field because I think this knowledge helps humanity grow, learn and adapt to the universe we find ourselves in.  I would also like to be remembered for playing good music.  I play in a band but would someday also like to make a solo album containing many songs that I have written.  I would also like to be remembered for telling good stories.  I have a number of what I consider to be excellent ideas for exciting and interesting science fiction novels.  Perhaps someday I will actually try to write them.  If I were to accomplish any or all of these things, I would feel satisfied and proud of my accomplishments.",3.33333333333333,5,3
anon36,control,30,male,no,white,no,no,,2.33333333333333,3.25,6
anon37,control,52,female,yes,white,no,no,,4.33333333333333,5,5.66666666666667
anon38,control,46,male,no,white,no,yes,,3,4.75,4.66666666666667
anon39,control,25,male,yes,Other,yes,no,,4.66666666666667,5.5,4.33333333333333
anon4,leg_prime,42,male,no,white,no,yes,"I would like to be remembered for being a good father and family man. My children and family are very important to me and I base my whole life around them. I love my children very much and when I am gone I wan them to remember the sacrifices I made for them, I want them to remember that I love them and done the best that I could do for them. I would like to know that they realize I pushed them to do the best they can in their education and helped them to grow and be better people and care for others. I want them to remember the happy times we had and share their experiences with their children and teach their own children good morals and what is important in life.",1.5,4.25,5
anon40,leg_prime,30,other,yes,white,no,yes,"I want to be remember for the genius that I am. I have a lot to contribute in the areas of science and literature. Notably, I have made many discoveries in these realms. I have also made discoveries in the areas of spirituality and mysticism. I will be known for my ability to mix these two disparate things together like oil with vinegar.",3.66666666666667,4.75,5.66666666666667
anon41,control,4,male,no,white,no,no,,3,4.5,2.66666666666667
anon42,leg_prime,33,female,no,white,no,no,"I would like to be remembered for being a good person. I want people to remember me as an honest, caring and nice individual. I would also like to be remembered as being humorous and intelligent. Most of all I want to be remembered that I was a good friend and family member.",2.5,5.5,6
anon43,leg_prime,54,male,yes,white,no,no,"I would like to be remembered as a person and for my accomplishments. Although i have not yet achieved success, I would love to have my music and writing live on after me to provide people with warmth and humor and maybe even help people to see things in a new way. failing to having my creative endeavors reach posterity, I least hope that I have brought a little warmth into the world. I hope that people will remember me as someone who is kind and generous as well as open-minded and tolerant.",4,5.5,5.66666666666667
anon44,leg_prime,6,female,no,Hispanic,no,yes,"I would most like to be remembered for my faith in God. He is the provider for all things and I want to be known for trusting in him. I would also like to be remembered for being a good wife and mother. I believe family is so important and they are my goal to please. I want to be known for my positive attitude, even in difficult situations. I want to always be know for my joyful spirit and for having a smile on my face. If I could be remembered for all these things, I would die a happy person.",2.16666666666667,4.25,5.66666666666667
anon45,leg_prime,33,female,yes,white,no,yes,"I WOULD WANT TO BE REMEMBERED  AS SOMEONE THAT OVERCAME VERBAL, PHYSICAL, EMOTIONAL AND NARCISSISTIC ABUSE AND BECAME SOMEONE IMPORTANT TO THIS WORLD. I WANT TO BE REMEMBERED AS A GIRL THAT IS STRONG WILLED, KIND, WARM, CARING, GENEROUS TO OTHERS, AND RESPECTFUL AND LOVING. I THINK THAT I WANT TO BECOME THESE THINGS AND BE REMEMBERED FOR THIS BECAUSE AS OF RIGHT NOW I AM SURROUNDED BY NOTHING BUT ABUSIVE PEOPLE IN MY LIFE WHO DO NOTHING BUT TRY TO HOLD ME HERE TO MY CHILDHOOD BEDROOM AT 33 YEARS OLD. THEY HAVE FORBIDDEN ME FROM LIVING THE LIFE THAT I LIVE, THEN TURN AROUND AND PIN THE BLAME ON MYSELF FOR NOT BEING STRONG ENOUGH TO FIGHT BACK. THINKING ABOUT THIS GIVES ME INCREDIBLE ANXIETY AND MAKES ME WORK EVEN HARDER AND SMARTER WITH THE ONLINE JOBS THAT I HAVE AND IT MAKES ME WANT TO SECRETLY STUDY FOR EXAMS SUCH AS THE LSAT, SECRETLY APPLY FOR SECITON 8 HOUSING AND MAKE PLANS TO SECRETLY GET MARREID TO MY BOYFRIEND OF SIX YEARS THT THEY DO NOT KNOW ABOUT THAT I HAVE. THINKING ABOUT THE LIFE THAT I HAVE RIGHT NOW MAKES ME CRY AND MAKES ME HAVE FITS OF ANXIETY AND DEPRESSION. THERE ARE SOME DAYS (LIKE EARLIER TODAY) WHERE I AM FROZEN IN FEAR AND WONDER WHY I WORK MYSELF SO HARD WHEN ALL THAT IS GOING TO HAPPEN IS THAT THEY WILL ATTEMPT EVERYTHING IN THEIR POWER TO STOP ME INCLUDING SHUTTING DOWN OUR INTERNET WHICH IS MY MAIN SOURCE OF INCOME THAT THEY DO NOT KNOW ABOUT. 

I AM FRUSTRATED AND IF SOMEONE TOLD ME 10 YEARS AGO THIS IS WHAT MY LIFE WAS GOING TO BE I WOULD HAVE LAUGHED AT THEM AND SAID NO WAY IN HELL. I WAS STRONGER THAN TO SUCCUMB TO THIS KIND OF ABUSE AND WOULD HAVE SAID I WOULD HAVE FOUGHT THEM OR ANYONE TAHT TRIED TO MAKE ME LIVE A LIFE THAT I HAVE RIGHT NOW. BEING POOR, POOR HEALTH, TRAPPED, AND NO WHERE ELSE TO GO WITHOUT ANY FRIENDS AND COMPELTE SOLITUDE. 

IN ALL HONESTY- I WANT TO BE SOMEONE THAT FOUGHT AGAINST THE GREATEST ADVERSARIES SHE'LL EVER FIGHT IN HER LIFE: HER FAMILY. THE ONES THAT ARE HOLDING HER PRISONER IN THIS HOUSE. i WANT TO BE REMEMBERED AS SOMEONE THAT SIMPLY WENT AFTER HER DREAMS NO MATTER WHAT AND AS HAPPY AND FREE FROM THE STRESS AND ALL OF THE CRAP. ",6,6,6
anon46,leg_prime,40,male,no,white,no,no,"I would hope that I leave the people I meet better off.  At the very least, definitely not worse off.  I am not a person who has any interest in fame so that will almost certainly mean that I'm not really remembered by people other than my family after I'm gone.  I don't think that is necessarily a bad thing considering all the people who are remembered for doing horrible things.  Don't get me wrong, I'd love to do something that really helps people and is worthy of being remembered by society as a whole.  I can't really imagine a scenario where I'd get a chance to do that and don't consider myself smart enough to make it happen, but here's hoping.",2.16666666666667,4.5,3.66666666666667
anon47,control,14,female,yes,white,no,no,,2.5,5,3.66666666666667
anon48,control,34,male,yes,white,no,yes,,3.16666666666667,5,3.33333333333333
anon49,leg_prime,21,female,yes,white,no,no,"I want to be remembered for my imagination and writing skills. I will publish a fantasy fiction novel that will be enjoyed by generations to come. I would like others to immerse themselves in my world and be able to escape their personal problems for however long they are reading my work. I will teach younger people that anyone can be a successful writer with practice and dedication, especially women. I hope others are inspired by the universe I create, spurring them on to create universes of their own with as much enthusiasm and love for the written word as I have.",2.16666666666667,5.5,5.33333333333333
anon5,control,35,male,yes,white,no,yes,,3.5,5,5
anon50,leg_prime,52,male,no,white,yes,yes,I would like to be remembered by my children and grandchildren for teaching them things I know. I would like to teach them how to do things around the house. I would like to teach them about finances and investing. Above all I would like to teach them how to learn anything they would want to know.,1.5,3.5,3
anon51,control,26,male,no,white,no,no,,2.66666666666667,4.5,2.66666666666667
anon52,control,35,female,no,white,no,no,,2.83333333333333,5.5,5
anon53,leg_prime,47,female,no,white,no,no,"I would like to be remembered for my strong work ethic. I have held the same job for 30 years and I have never missed a day. I am a dedicated and loyal worker and I think the generations after me are surely lacking in this area. You 
used to have to work hard to get what you wanted. The kids of today seem to be handed most everything they want. We need to bring work ethic back!
I want to be remembered for my love of family. I want to be remembered for my generous contributions to charities, be it by money or by time. I honestly think the best gift you can give is your time. No one else can give that but you.",2.33333333333333,4.25,6
anon54,leg_prime,29,male,no,white,no,yes,"I would want future generations to remember my contributions in the classroom.  I'm close with my students, and they're close with me. Their careers are taking off - it's great to hear from them regularly. So, the gift of teaching music and inspiring students for jobs they'll love is what I hope to remembered for after I die.  I've spent a lot of time teach high school history for a mid size school district in a working class suburb.  I want to see my students succeed and I hope they remember the time they spent with me in the classroom.  My teaching is my legacy.",4,6,5.33333333333333
anon55,leg_prime,22,female,no,African_American,no,no,"I really don't want to be remembered for doing anything ""epic"" or ""amazing."" I don't have any insightful knowledge that others don't have or plan to ""cure cancer"" or ""solve world hunger."" I just want to be remembered by the impact I had on people I have relationships with. I want them to smile when they think about me and I want them to feel happy about it. I want to have left a positive impact on people. To have made them laugh or smile. Maybe to be there for them when they are sad or down. I just want to be able to insert happiness into their lives so when they remember me it will be with fondness and a happy memory. The positive impact I will have will be helping them to have good moments to reflect on and remember to try to stay positive. 
Aspects of my personality I would want to be remembered for would be my sense of humor, kindness, and loyalty. I want to be remembered for making people laugh and putting a smile on their faces. I also want to be remembered for kindness. This would include helping others in times of need and also doing favors without expecting anything in return. For loyalty I want to be remembered as being somebody that people could trust in and depend on. I want to be there for people when they need it and to try my hardest not to let them down. It would make me really happy if people would remember me as having these qualities when I am dead. ",2.66666666666667,4.5,2
anon56,leg_prime,39,male,no,African_American,no,yes,"I want to be remember as a good person and as a productive person.  I want to be remember as a good father that help my son become a man.  I want to be remembered as a good husband that cared for and protected his family.  I want to remembered as a good manager who helped other people in their careers while being very productive.  I would also like to be remembered as a good person in the community that help make the area a better place to live, work, and play.",3.16666666666667,4.5,4.66666666666667
anon57,leg_prime,27,female,yes,white,no,no,"Quite honestly, I hope that I am not remembered. By and large, the only people who are remembered are those who have excelled and done great good, or those who have done great harm. At this point in my life I have accepted that it will be all I can do to just not be a burden on those around me. My goal is to just fade into the background, in which case I would rightly not be remembered. I don't think I have anything positive to offer future generations, unless it's as a cautionary tale of 'don't be like this.' ",2.66666666666667,5,2.33333333333333
anon58,leg_prime,49,male,no,white,yes,yes,"At age 17 I broke my neck in a car accident. My life became very different. I am disabled and have goals to exercise, work hard,and overcome it. I aspire to gain as much mobility as I can. If I work hard I can improve my quality of life and be less of a burden on my family. I have 2 jobs, a wife, 5 kids, and a great outlook. I want to be remembered as someone who never gave up.",3.16666666666667,3.5,5
anon59,control,29,male,no,Asian,no,no,,2.16666666666667,4,3.33333333333333
anon6,control,28,male,yes,white,no,no,,4.16666666666667,5.5,6
anon60,leg_prime,35,male,no,white,no,no,"I would like to be remembered as a good person. Those people who knew me should remember that I was a kind, funny and honest person. Future generations will hopefully know that I was one of the good guys. The ultimate compliment would be that somebody looked at how I lived my life and think to themselves that they would like to live as I did. I won't have a statue built after me, or a building or park named after me, and that is ok. I just want the people who knew me to smile when they think of me.",2,5,3
anon61,leg_prime,30,NA,no,white,no,no,"I would like to be remembered for being a great educator.  I want to contribute to research in the psychology of music and apply that to my own teaching.  I also want to be remembered for being kind and caring toward students and colleagues, as well as a valuable member of society.  I want people to remember all of the volunteer work that I've done and how it contributed to the well-being of the community.  I want the program that I started at my University to continue in my memory.  I also want to be remembered as being a strong person, not afraid of achieving goals and dreams.",2.16666666666667,5,4.66666666666667
anon62,leg_prime,29,male,yes,white,no,no,"I want to be remembered as a great song writer. I want my compositions to be performed by others as tribute. I want people to search for my music long after I'm gone. I want people to seek out videos of my live performance. I want people to commemorate my contributions with an award or something of the like. I want to evoke emotional reactions in people with my music, and I want to be considered among the greats at what I do/did. I want people to be able to relate to the music I make, and rely on it in their time of need for coping, or just for moments of joy. ",3.66666666666667,5,5.66666666666667
anon63,leg_prime,30,male,no,Hispanic,no,no,I Wnat to be remember by doing something crazy. What that crazy might be? Who knows. But something amazing or stupid. IT doesnt matter how. Just that I do.,1.66666666666667,2.5,2.33333333333333
anon64,control,37,female,no,white,no,yes,,2.66666666666667,4.75,5.66666666666667
anon65,leg_prime,59,female,yes,white,no,yes,"I was a very simple person, believed that all the finer things in life were free, and they were. I want to make no a do's about my life, only to say that it was wonderful, never changing with little heartaches.
I spoke for the trees, I spoke for each and every living thing on earth and believed that it was all attached, and it was. 
If I was to be remembered by you all, as for anything, is that I enjoyed life to it's fullest each and every day as you all should.",3.83333333333333,6.25,6
anon66,leg_prime,23,male,yes,white,no,no,I want to be remembered for being good at what I do. I want to make concrete products that will last longer than I do. I enjoy what I do. I want to inspire and teach others so they can pass this knowledge on as well. ,2.83333333333333,4.25,3
anon67,control,38,male,no,white,no,yes,,1.66666666666667,3.75,2
anon68,leg_prime,33,female,no,white,no,no,I want to be remember for my generosity and kindness.  I want others to think of me as having been a person who would do anything to help others if it was in my power.  I want others to know that i tried to be the best person I could be and that i was dependable and honest. I just want to be known for being good and that is an honest thing to be.,3.83333333333333,4.5,5
anon69,leg_prime,21,male,yes,white,no,no,"I would like to be remembered for websites, games that I make, and videos that I create. It's amazing how the internet allows us to frame certain things to be stored and available online for the foreseeable future. Thinking of past generations, we don't know much about the details and experiences of every day life. I want to create amazing things online for future generations to enjoy.",2.66666666666667,5,5
anon7,control,27,male,no,white,no,no,,3.16666666666667,5,4.33333333333333
anon70,leg_prime,27,male,no,white,no,yes,I would like to be remembered for my music. I enjoy producing and engineering music. I haven't found much happiness with traditional jobs but I escape with the creative process of music producing. I've been  making music since I was 16 and love it more than any other hobby I have. When I'm gone I would like to think that I made some kind of impact in the music world however big or small that impact may be.,2,5,3
anon71,control,59,female,no,white,yes,yes,,2,4.5,3.66666666666667
anon72,control,41,female,yes,white,no,no,,3.16666666666667,5,3.66666666666667
anon73,leg_prime,45,male,no,white,no,no,"I'd like to be remembered for how caring I was with my grandmother. She basically saved my life, and when she got old and sick, I returned the favor by dutifully and lovingly helping to care for her for most of a decade. She was a wonderful woman, and my family has expressed great admiration for her, and I'd like to be remembered for the way in which I helped her to carry on, so that we could all spend additional time with Grandma in her  twilight years. I don't ask this entirely for myself, it's sort of a memory that I think is nice for the whole family, and since I'm still alive, I think I could serve as a living reminder of the wonderful representatives of our past generation, no longer with us, of which Grandma was such a shining example.",2.66666666666667,3.25,1
anon74,leg_prime,28,male,no,white,no,no,"I want to be remembered for my kindness and generosity. I want people to remember me as someone who was always willing to lend a hand, even when there were hard challenges to face. I want to be known for the time I spent with others and the importance that I place on kindness and the well-being of members of my family, friends, and the community as a whole.  I believe that it is important to be charitable, either with your time, money, or possessions, as there are those who are always in need.  If there is something to spare, I believe it is important to use it to help others or to give someone in need that could use it more than me.  I also try to value simplicity in my life, in terms of both possessions and in the things that I do.  I think if others focused more on that in the future, the world would not only be a better place, but most people would not be in debt or wanting and consuming more than they need to.",3.33333333333333,5.25,5.66666666666667
anon75,control,29,male,no,African_American,no,no,,1.83333333333333,3.75,1.66666666666667
anon76,leg_prime,30,male,no,white,no,yes,"Ideally, I would like to be remembered by the world at large as someone who was passionate about film. I've written several well received books about films and filmmaking and my hope is that these books will remain on shelves in homes, stores and libraries for years after my passing. Of course, I would like to be remembered by friends and family as someone loyal and loving, but I feel the majority of people who remember my name after I'm in the ground will do so because of my writings. I hope these writings inspire people, inform people, educate people and encourage them to change how they think about films and filmmaking.",3.16666666666667,4.5,4.66666666666667
anon77,control,35,male,no,white,no,yes,,2,5.5,3
anon78,control,31,female,no,white,no,yes,,2.33333333333333,5.25,5
anon79,control,45,male,yes,white,no,yes,,3.16666666666667,5.5,4
anon8,leg_prime,24,male,yes,Asian,no,no,"It is not so much that I want people to remember me personally. I will just lead a life that is true and just and perhaps others will see that as a good thing to follow. In doing so, I may be leading a good example, but that is not my ultimate goal. I am only doing it for myself to do things that are right. Because that is the way and it gives me a good feeling. I actually do not plan to have kids so I will not have future generations of children to pass on my ways but rather people around me would be influenced instead. But once again, I am not living the way I do FOR other people, but only myself. Living in a way that I always choose the right thing to do, I hope to set a good example. People may then take my ways and continue living in such a way for future generations to come (of whom which are not my children since I do not plan to have any).",3.16666666666667,4.5,2
anon80,control,39,female,no,white,no,yes,,4,5.25,4
anon81,leg_prime,35,male,no,Native_American,no,yes,I want to be remembered as someone who never gave up on trying to improve myself. Someone who wouldn't give up and continue to move forward. Someone who was told he couldn't get the job done but did anyways. I want to be remembered as someone who thought outside the norm and tried projects that most people would avoid and simply stick to their 9 to 5. I want to also be remembered as a loving husband and father who was always there for his kids and supported his wife even in her health battles. This is how I will be remembered....,3.16666666666667,4.5,5.33333333333333
anon82,leg_prime,26,male,yes,white,no,no,"I dont worry about trivial things such as legacies. The sun will eventually explode destroying the entire Earth in the far, far future. There is no legacy that will stand the test of time. Time passes us all by and our accomplishments mean nothing in the grand scheme of the universe. I am just here to be grateful to experience it at all. I have taste buds to taste different types of foods which bring pleasure, sight to see beautiful things on Earth, sound to hear beautiful composed pieces of music. I am just grateful for a place in the universe. I have no desire to leave behind any type of foundation. I dont fear not being remembered. ",4.5,5.5,3.66666666666667
anon83,leg_prime,31,female,yes,white,no,no,"I want to be remembered most for being a kind and intelligent person. I don't know how to write about this for 4 full minutes because I honestly have not thought of this before. I also don't know if there will be anyone to remember me when I'm gone, not close relatives anyway. I just hope those that do remember me can think of me in a positive light. I know I can be standoff-ish, but it's only because I'm shy and anxious. I'd also like to be remembered for my love of animals and fighting for their rights. ",3.33333333333333,5,3.66666666666667
anon84,leg_prime,26,male,no,white,no,no,"I honestly can't think of anything that i would like to be remembered for. I don't think that i have thought about it much before but if i would have to choose i think i would like to be remembered for my kindness. I would want my children and children's children to look back and see how honest and caring i was. I don't really cared to be remembered for fame or wealth or anything of that sort. I would just want people to remember me and then be like ""I would like to be like that person"". I suppose it would be nice for people to see me as someone who lived an exciting and fulfilling life. Someone who wasn't scared to take chances and would stick up for the things i believed in.",2.83333333333333,4.5,4
anon85,leg_prime,51,female,no,white,no,yes,"I want to be remembered for raising a confident and self sufficient child.  My daughter suffers from bipolar disorder, so much of my life the last few years has been focused on trying to ensure she has the skills and support to lead an independant and productive life.  I want her to be my legacy and for her to feel I did everything I could in my power to support her in her life's journey.  I hope I do enough right that other parents learn from my example and can help their own mentally ill children.",3.16666666666667,5,2.66666666666667
anon86,leg_prime,24,male,no,white,no,no,I want to be remembered by my family as a good person. I want them to see my as a person who really cared for them. I want them to know that I worked hard in my life. I also want to be remembered by others a being a smart person. I want my peers to remember me a person who can get things done when deadlines are tight. I want to be remembered as a who was a sharp person.,2.16666666666667,4.25,5
anon87,control,31,female,yes,white,no,no,,3.5,5,4.66666666666667
anon88,control,29,female,yes,white,no,no,,3.16666666666667,4.75,2.33333333333333
anon89,leg_prime,41,female,yes,white,no,no,"This is a very difficult question but one I've been thinking about a lot lately. I am at a place in my life where I am searching for a purpose but struggling to find one. Part of me wants to be remembered for being loving and kind. For being a good person that cared for others. Another part of me wants to be remembered for some significant achievement like writing a book or for a large project. Ultimately, I know it doesn't matter. When you are gone, you are gone. But, that need to leave the world a better place is still there. If I can make someone's life better, even in a small way, I will be happy. ",3.33333333333333,5.5,5
anon9,leg_prime,37,female,no,white,no,yes,I want to be remembered for being an all around nice person who stop at anything to help my fellow man. I want to be known for my hard work and contributions to my organization. I also want to be recognized for being a great mother. I raised my son in spite of many odds. I want to be seen as someone who has overcome a lot of adversity to live a successful and fulfilling life.,2.33333333333333,4,4.33333333333333
anon90,control,30,female,yes,white,no,no,,2.33333333333333,5.5,5
anon91,control,25,female,no,Hispanic,no,no,,2,4.5,4
anon92,leg_prime,27,female,no,white,no,no,"I would like to be remembered for being a judge that is fair and leaves a lasting impact on the social and cultural norms of the country. For a long time I have looked up to the monumental decision that is Roe v. Wade and I have watched conservatives try through whatever means they can to erode the rights that were afforded women. I want to be a judge that eventually makes it to the Supreme Court so that I can not only uphold this decision, but also expand on the powers that it grants. Women should not be forced to travel long distances or go to great lengths to obtain a procedure that should be their decision and not in the hands of the government. Only by aiding this decision can I help out our country, as well as being remembered for actually making a difference. ",2.5,5,5
anon93,leg_prime,39,female,yes,white,no,no,"The type of person that I would want to be remembered as would be someone who was thoughtful, sensitive, very giving, charitable, soft-hearted, and open-minded. I would want someone to remember me as someone who loved all animals, especially dogs, elephants, and dolphins, thought everyone deserved their opinions heard, thought everyone and everything deserved to be in the world, didn't think anyone was better than anyone else, and everyone deserved respect. Gave to others just because without expecting anything in return.",5,5,4.66666666666667
anon94,control,29,male,no,Asian,no,no,,3.33333333333333,4.5,4.33333333333333
anon95,control,40,female,yes,white,no,no,,3.5,5,3.66666666666667
anon96,leg_prime,34,male,yes,Hispanic,no,yes,"I would like to be remembered for my intelligent and programming skills. I would like my son to say that my father was so smart, he could do anything. I would really like to be remembered that.   ",4.33333333333333,5.5,4.33333333333333
anon97,leg_prime,29,male,no,white,no,no,"I want to be remembered for helping others. There was a time we went to Honduras to build a clinic in a remote area. We were in a team of 8 people. We really enjoyed ourselves there and the people we met were very friendly. We managed to build the clinic and also provided the equipment that was required. The equipment was donated by many people from all over the United States. It was a very positive experience.

Even though we were working to make a profit from the construction contract, it was a very fulfilling experience and we learn a lot of new things. I was the team leader and I got a lot of praise for the good work.

The project was successful and we even copied the results of the project to be used for other future projects.
The people I worked with were well organized and hard working and so my work was not too hard and so I also felt that they deserved to be praised for the good work. It was a good experience and I enjoyed myself very much.",3,3,4
anon98,control,39,female,no,white,no,yes,,1.66666666666667,4.25,4
anon99,control,36,male,no,white,no,no,,1,4,1
